job_id,job_title,company,sector,location,country,remote_type,experience_level,salary_usd_annual,required_skills,primary_llm_mentioned,education_required,date_posted,job_description_length,applies_count,visa_sponsorship,years_experience_min,company_size,is_contract,has_equity
AIJOB01764,AI Research Scientist,Goldman Sachs AI,Tech,"Seattle, WA",WA,Hybrid,Mid (2-5 yrs),78281,"LlamaIndex, Docker, Hugging Face Transformers, OpenAI API, GCP Vertex AI",BLOOM,Bachelor's,2024-03-16,1614,3062,No,2,5000+,Full-time,Yes
AIJOB01765,LLM Engineer,Uber AI,Retail,"Toronto, Canada",Canada,Remote,Staff/Principal (8+ yrs),191141,"GCP Vertex AI, FastAPI, LlamaIndex",Falcon,Master's,2025-03-10,659,781,No,6,5000+,Full-time,No
AIJOB01766,AI Engineer,Google DeepMind,Defense,"Tokyo, Japan",Japan,On-site,Senior (5-8 yrs),127232,"AWS SageMaker, dbt, LlamaIndex, Kubernetes",Claude,Bachelor's,2024-11-15,901,3783,Maybe,4,201-1000,Contract,No
AIJOB01767,GenAI Developer,Salesforce Einstein,Education,"Amsterdam, Netherlands",Netherlands,On-site,Entry (0-2 yrs),97353,"Docker, CUDA, Python",None,Master's,2024-11-24,1386,2855,Maybe,0,51-200,Full-time,No
AIJOB01768,AI Infrastructure Engineer,Apple ML,Education,"Sydney, Australia",Australia,Remote,Mid (2-5 yrs),106517,"LangChain, Fine-tuning, Pinecone",Claude,Master's,2024-03-17,2417,340,No,2,1-50,Part-time,No
AIJOB01769,AI Safety Researcher,Baidu,Government,"Berlin, Germany",Germany,On-site,Staff/Principal (8+ yrs),204435,"Azure ML, RLHF, Pinecone, FastAPI, SQL, Fine-tuning",None,Master's,2024-03-24,2239,1859,Maybe,6,201-1000,Contract,Yes
AIJOB01770,NLP Engineer,Apple ML,Government,Singapore,Singapore,Hybrid,Mid (2-5 yrs),120919,"GCP Vertex AI, AWS SageMaker, Weights & Biases, Hugging Face Transformers",Falcon,Bachelor's,2024-09-09,2208,3983,No,2,5000+,Contract,No
AIJOB01771,AI Product Manager,Amazon AWS AI,Tech,"Paris, France",France,Remote,Entry (0-2 yrs),70549,"Weaviate, Weights & Biases, Pinecone, Hugging Face Transformers",Command R,Bootcamp/Self-taught,2024-07-06,2107,1634,No,0,1001-5000,Contract,No
AIJOB01772,RAG Engineer,OpenAI,Education,"Stockholm, Sweden",Sweden,Hybrid,Mid (2-5 yrs),143562,"GCP Vertex AI, MLflow, C++, Pinecone, RLHF",Gemini,Master's,2024-09-10,595,2811,No,2,51-200,Contract,Yes
AIJOB01773,AI Solutions Architect,Snowflake,Automotive,"London, UK",UK,Remote,Mid (2-5 yrs),97671,"RAG, LlamaIndex, LangChain, dbt",None,PhD,2025-01-19,636,1062,No,2,201-1000,Full-time,No
AIJOB01774,Prompt Engineer,Stability AI,Education,"Chicago, IL",IL,Remote,Entry (0-2 yrs),72452,"LlamaIndex, ChromaDB, Rust, CUDA, SQL",Mistral,Master's,2024-05-26,1138,884,Yes,0,5000+,Contract,Yes
AIJOB01775,Prompt Engineer,DataBricks,Tech,"Paris, France",France,Remote,Senior (5-8 yrs),129953,"Rust, ChromaDB, RLHF, Hugging Face Transformers, SQL",Grok,Bachelor's,2024-05-04,487,3066,Yes,4,201-1000,Full-time,Yes
AIJOB01776,AI Platform Engineer,IBM Watson,Energy,"Boston, MA",MA,Hybrid,Staff/Principal (8+ yrs),152479,"C++, Weaviate, MLflow, Fine-tuning, Spark",Phi,Bachelor's,2024-10-04,2250,2106,No,6,51-200,Full-time,No
AIJOB01777,AI Research Scientist,Uber AI,Retail,"Tokyo, Japan",Japan,Remote,Staff/Principal (8+ yrs),177976,"Kubernetes, Pinecone, LlamaIndex, Vector Databases, AWS SageMaker, ChromaDB",None,Bachelor's,2024-08-21,956,695,Yes,6,5000+,Full-time,No
AIJOB01778,Reinforcement Learning Engineer,Morgan Stanley AI,Energy,"Sydney, Australia",Australia,Hybrid,Entry (0-2 yrs),69533,"AWS SageMaker, Weights & Biases, JAX",None,Bachelor's,2024-12-17,1923,2285,No,0,1001-5000,Full-time,No
AIJOB01779,Computer Vision Engineer,Scale AI,Healthcare,"Bangalore, India",India,Remote,Entry (0-2 yrs),64590,"Fine-tuning, CUDA, FastAPI, Azure ML, RAG, Python",Command R,Bachelor's,2024-07-25,933,502,Maybe,0,51-200,Contract,No
AIJOB01780,AI Research Scientist,Microsoft AI,Media,"Zurich, Switzerland",Switzerland,On-site,Entry (0-2 yrs),61275,"Fine-tuning, CUDA, Weaviate, Hugging Face Transformers, Vector Databases, C++, Docker",None,Bachelor's,2024-04-18,1182,2462,Yes,0,1-50,Contract,No
AIJOB01781,AI Solutions Architect,OpenAI,Automotive,"Zurich, Switzerland",Switzerland,Remote,Staff/Principal (8+ yrs),149372,"JAX, RAG, dbt",None,Master's,2025-01-24,1248,397,Yes,6,201-1000,Full-time,Yes
AIJOB01782,AI Product Manager,Stability AI,Finance,"Zurich, Switzerland",Switzerland,On-site,Senior (5-8 yrs),147756,"LangChain, Pinecone, dbt",BLOOM,Bachelor's,2024-10-14,1370,752,Yes,4,1001-5000,Contract,No
AIJOB01783,LLM Engineer,Meta AI,Finance,"San Francisco, CA",CA,Remote,Staff/Principal (8+ yrs),145830,"Rust, RAG, Docker, Spark",None,Master's,2024-12-29,1684,2383,No,6,201-1000,Contract,No
AIJOB01784,AI Solutions Architect,Mistral AI,Defense,"Toronto, Canada",Canada,Remote,Senior (5-8 yrs),170521,"ChromaDB, FastAPI, OpenAI API, LangChain, C++, Fine-tuning",BLOOM,Master's,2024-05-06,2302,1647,No,4,5000+,Full-time,No
AIJOB01785,AI Safety Researcher,Hugging Face,Defense,"Boston, MA",MA,Hybrid,Mid (2-5 yrs),111632,"OpenAI API, C++, FastAPI",Command R,Bachelor's,2024-08-05,1717,911,No,2,5000+,Full-time,No
AIJOB01786,RAG Engineer,JPMorgan AI,Media,"Toronto, Canada",Canada,Remote,Senior (5-8 yrs),110646,"OpenAI API, SQL, Python, dbt",None,Bachelor's,2024-09-08,412,145,Yes,4,1-50,Full-time,Yes
AIJOB01787,NLP Engineer,Hugging Face,Defense,"Sydney, Australia",Australia,Remote,Entry (0-2 yrs),66103,"Fine-tuning, Docker, Vector Databases, SQL",Claude,Master's,2025-01-18,656,20,Maybe,0,5000+,Part-time,Yes
AIJOB01788,Deep Learning Engineer,Mistral AI,Education,"Bangalore, India",India,Hybrid,Senior (5-8 yrs),129691,"C++, Spark, Rust, dbt, SQL",Claude,Bachelor's,2024-01-10,409,1572,No,4,5000+,Full-time,No
AIJOB01789,Deep Learning Engineer,Cohere,Retail,"Toronto, Canada",Canada,On-site,Staff/Principal (8+ yrs),211490,"LangChain, PyTorch, Rust, Hugging Face Transformers, FastAPI, OpenAI API",BLOOM,Master's,2024-10-26,534,1500,No,6,1001-5000,Full-time,Yes
AIJOB01790,Data Scientist (AI/ML),Uber AI,Education,"Boston, MA",MA,Hybrid,Senior (5-8 yrs),186192,"dbt, CUDA, FastAPI",Falcon,Master's,2024-08-28,942,3156,Maybe,4,1001-5000,Full-time,Yes
AIJOB01791,AI Product Manager,Palantir,Energy,"Tokyo, Japan",Japan,Remote,Senior (5-8 yrs),99370,"OpenAI API, Spark, Rust, Hugging Face Transformers, Weights & Biases, Fine-tuning",Grok,Master's,2024-08-26,2382,2270,No,4,5000+,Full-time,Yes
AIJOB01792,Foundation Model Engineer,JPMorgan AI,Media,"Tokyo, Japan",Japan,Hybrid,Senior (5-8 yrs),153105,"RAG, Vector Databases, C++, ChromaDB, AWS SageMaker, OpenAI API, MLflow",None,Bachelor's,2024-06-26,2332,219,Yes,4,51-200,Full-time,Yes
AIJOB01793,AI Infrastructure Engineer,Scale AI,Defense,"Boston, MA",MA,Hybrid,Staff/Principal (8+ yrs),194235,"Weights & Biases, GCP Vertex AI, Pinecone, RLHF, Spark",None,Bachelor's,2025-02-17,1385,3993,No,6,1-50,Full-time,No
AIJOB01794,GenAI Developer,Nvidia,Education,"Bangalore, India",India,On-site,Senior (5-8 yrs),168126,"Spark, PyTorch, MLflow, LlamaIndex, Docker",Falcon,Master's,2025-03-18,322,2300,No,4,5000+,Full-time,Yes
AIJOB01795,GenAI Developer,Snowflake,Energy,"Austin, TX",TX,On-site,Senior (5-8 yrs),155756,"Rust, C++, Azure ML, Docker, Weaviate, PyTorch",None,Bachelor's,2024-05-01,1240,2189,Yes,4,5000+,Full-time,Yes
AIJOB01796,MLOps Engineer,Google DeepMind,Education,"Tokyo, Japan",Japan,Remote,Mid (2-5 yrs),95111,"RAG, AWS SageMaker, Weights & Biases, Pinecone, PyTorch, MLflow, Docker",None,Bachelor's,2024-07-27,1156,236,Maybe,2,201-1000,Full-time,Yes
AIJOB01797,Deep Learning Engineer,Morgan Stanley AI,Healthcare,"Toronto, Canada",Canada,On-site,Mid (2-5 yrs),103682,"C++, Python, GCP Vertex AI, LangChain, PyTorch",None,Master's,2024-12-27,2415,953,Maybe,2,1001-5000,Full-time,Yes
AIJOB01798,MLOps Engineer,JPMorgan AI,Healthcare,"Chicago, IL",IL,Hybrid,Senior (5-8 yrs),128507,"Docker, MLflow, Rust, RAG, Fine-tuning, Weights & Biases",Llama,Bootcamp/Self-taught,2024-11-27,1105,3377,No,4,5000+,Full-time,Yes
AIJOB01799,AI Platform Engineer,Palantir,Tech,"New York, NY",NY,Hybrid,Mid (2-5 yrs),131304,"AWS SageMaker, C++, CUDA, TensorFlow, PyTorch, Rust, Python",Command R,Master's,2025-01-23,2484,461,No,2,5000+,Full-time,Yes
AIJOB01800,Foundation Model Engineer,Hugging Face,Retail,"Zurich, Switzerland",Switzerland,On-site,Senior (5-8 yrs),150575,"Spark, Vector Databases, OpenAI API, Pinecone, C++, Kubernetes, Python",Mistral,PhD,2024-08-31,2131,3541,No,4,201-1000,Contract,No
AIJOB01801,AI Safety Researcher,Google DeepMind,Media,"Austin, TX",TX,Remote,Mid (2-5 yrs),147643,"dbt, FastAPI, Spark, Hugging Face Transformers, Fine-tuning",Command R,PhD,2025-02-17,2226,1378,No,2,1001-5000,Full-time,Yes
AIJOB01802,RAG Engineer,Hugging Face,Government,"Toronto, Canada",Canada,Hybrid,Entry (0-2 yrs),69235,"LangChain, CUDA, OpenAI API, ChromaDB, JAX, LlamaIndex",Command R,Master's,2024-05-02,2433,3964,No,0,1-50,Full-time,No
AIJOB01803,GenAI Developer,Google DeepMind,Education,"Los Angeles, CA",CA,On-site,Staff/Principal (8+ yrs),174497,"GCP Vertex AI, MLflow, Pinecone",None,Master's,2024-08-16,483,2582,No,6,1001-5000,Contract,Yes
AIJOB01804,AI Engineer,SAP AI,Automotive,"Amsterdam, Netherlands",Netherlands,Remote,Staff/Principal (8+ yrs),145506,"Pinecone, OpenAI API, FastAPI, Weaviate, dbt, Spark",Phi,Master's,2024-01-19,1103,3309,Yes,6,201-1000,Full-time,No
AIJOB01805,Reinforcement Learning Engineer,Tesla AI,Healthcare,"Los Angeles, CA",CA,On-site,Mid (2-5 yrs),74297,"MLflow, dbt, Python, CUDA, AWS SageMaker",None,Master's,2024-06-17,2405,246,No,2,51-200,Full-time,No
AIJOB01806,Foundation Model Engineer,Mistral AI,Defense,"Chicago, IL",IL,On-site,Mid (2-5 yrs),78634,"Weights & Biases, TensorFlow, Fine-tuning, Vector Databases",None,Master's,2024-05-11,1393,3893,No,2,201-1000,Contract,No
AIJOB01807,AI Safety Researcher,JPMorgan AI,Government,"Zurich, Switzerland",Switzerland,Remote,Senior (5-8 yrs),157212,"Spark, PyTorch, RLHF, JAX",GPT-4,Bachelor's,2024-04-12,521,518,No,4,51-200,Full-time,No
AIJOB01808,ML Engineer,Stability AI,Media,"Tokyo, Japan",Japan,On-site,Mid (2-5 yrs),120072,"RAG, JAX, OpenAI API, Kubernetes, Python, SQL, Hugging Face Transformers",None,Master's,2024-12-03,313,1012,Yes,2,5000+,Full-time,Yes
AIJOB01809,AI Solutions Architect,Anthropic,Energy,"New York, NY",NY,On-site,Senior (5-8 yrs),107307,"OpenAI API, Hugging Face Transformers, Python, LangChain, LlamaIndex, Spark",Llama,Bootcamp/Self-taught,2024-12-15,1636,27,Yes,4,51-200,Full-time,No
AIJOB01810,RAG Engineer,Deloitte AI,Tech,"New York, NY",NY,Hybrid,Mid (2-5 yrs),127721,"Pinecone, LlamaIndex, Rust, PyTorch, AWS SageMaker, JAX",None,Master's,2024-12-20,529,3735,Maybe,2,201-1000,Full-time,No
AIJOB01811,MLOps Engineer,ByteDance,Government,"Bangalore, India",India,Hybrid,Senior (5-8 yrs),136957,"RLHF, OpenAI API, ChromaDB, Rust, Pinecone, Weights & Biases, LlamaIndex",Falcon,Bachelor's,2024-09-05,729,1544,Maybe,4,5000+,Full-time,Yes
AIJOB01812,MLOps Engineer,JPMorgan AI,Government,"Los Angeles, CA",CA,On-site,Mid (2-5 yrs),112906,"ChromaDB, Azure ML, CUDA, LangChain",Gemini,Master's,2025-03-12,2212,2818,No,2,5000+,Contract,No
AIJOB01813,LLM Engineer,Mistral AI,Automotive,"Austin, TX",TX,Hybrid,Senior (5-8 yrs),193529,"Pinecone, LangChain, ChromaDB",Grok,Bachelor's,2024-05-04,2355,1867,No,4,201-1000,Full-time,No
AIJOB01814,NLP Engineer,Cohere,Media,"Zurich, Switzerland",Switzerland,Hybrid,Senior (5-8 yrs),174214,"Weights & Biases, Python, Pinecone, ChromaDB, LlamaIndex",None,PhD,2025-03-29,468,982,Maybe,4,1-50,Full-time,No
AIJOB01815,AI Platform Engineer,IBM Watson,Healthcare,"Boston, MA",MA,Hybrid,Senior (5-8 yrs),142749,"Azure ML, CUDA, GCP Vertex AI, Pinecone",GPT-4,Master's,2024-11-03,2129,1806,No,4,201-1000,Full-time,No
AIJOB01816,AI Infrastructure Engineer,IBM Watson,Education,"Amsterdam, Netherlands",Netherlands,Remote,Staff/Principal (8+ yrs),167917,"Azure ML, AWS SageMaker, JAX, MLflow",Llama,Bachelor's,2025-03-23,1481,3027,No,6,51-200,Full-time,No
AIJOB01817,ML Engineer,Adobe Firefly,Media,"Tel Aviv, Israel",Israel,Remote,Entry (0-2 yrs),50000,"JAX, Azure ML, SQL, AWS SageMaker, Weaviate",None,Master's,2024-05-25,1386,3786,No,0,1-50,Full-time,Yes
AIJOB01818,AI Safety Researcher,Morgan Stanley AI,Tech,"Los Angeles, CA",CA,Hybrid,Senior (5-8 yrs),130582,"LlamaIndex, GCP Vertex AI, Azure ML",Falcon,Bootcamp/Self-taught,2024-09-07,2144,1775,No,4,5000+,Contract,Yes
AIJOB01819,NLP Engineer,Cohere,Government,"Berlin, Germany",Germany,On-site,Entry (0-2 yrs),67339,"LlamaIndex, dbt, Vector Databases, RAG, Azure ML, OpenAI API",None,Bootcamp/Self-taught,2024-03-19,1127,1141,Yes,0,1-50,Full-time,Yes
AIJOB01820,AI Solutions Architect,Deloitte AI,Healthcare,"Stockholm, Sweden",Sweden,Remote,Senior (5-8 yrs),123346,"Azure ML, SQL, GCP Vertex AI, JAX, C++",BLOOM,Bootcamp/Self-taught,2024-05-28,2036,2296,Maybe,4,51-200,Full-time,No
AIJOB01821,AI Infrastructure Engineer,Accenture AI,Tech,"Los Angeles, CA",CA,Hybrid,Staff/Principal (8+ yrs),195274,"Azure ML, FastAPI, Python, AWS SageMaker, Weights & Biases, ChromaDB, TensorFlow",BLOOM,Bachelor's,2024-10-13,625,1950,Yes,6,201-1000,Full-time,No
AIJOB01822,Data Scientist (AI/ML),Tesla AI,Retail,"Zurich, Switzerland",Switzerland,Hybrid,Entry (0-2 yrs),70968,"RAG, Weaviate, JAX, PyTorch",None,PhD,2024-04-28,2021,157,No,0,5000+,Part-time,No
AIJOB01823,AI Engineer,Scale AI,Automotive,"New York, NY",NY,Remote,Entry (0-2 yrs),67166,"OpenAI API, SQL, TensorFlow, C++, LangChain, Azure ML, JAX",Gemini,Bachelor's,2025-02-08,1077,2819,No,0,51-200,Contract,No
AIJOB01824,AI Ethics Researcher,IBM Watson,Healthcare,"Tel Aviv, Israel",Israel,Hybrid,Mid (2-5 yrs),97129,"dbt, JAX, Kubernetes",Command R,Bootcamp/Self-taught,2024-04-04,557,2302,No,2,51-200,Full-time,Yes
AIJOB01825,Reinforcement Learning Engineer,Cohere,Energy,"Los Angeles, CA",CA,Hybrid,Entry (0-2 yrs),72125,"Kubernetes, Weights & Biases, Docker, Rust, LlamaIndex, CUDA",Llama,Master's,2024-08-09,1060,1214,Yes,0,1001-5000,Full-time,No
AIJOB01826,AI Research Scientist,Amazon AWS AI,Education,"Sydney, Australia",Australia,Remote,Staff/Principal (8+ yrs),215909,"RLHF, Spark, Weaviate, OpenAI API, FastAPI",None,Master's,2024-01-16,2078,1674,Yes,6,5000+,Contract,Yes
AIJOB01827,LLM Engineer,Cohere,Automotive,"Bangalore, India",India,On-site,Staff/Principal (8+ yrs),160745,"SQL, ChromaDB, Hugging Face Transformers, AWS SageMaker, RAG",Claude,Master's,2024-06-03,1189,3258,No,6,201-1000,Full-time,No
AIJOB01828,AI Product Manager,Accenture AI,Tech,"Chicago, IL",IL,Remote,Staff/Principal (8+ yrs),250793,"SQL, Docker, Python, LlamaIndex",Grok,PhD,2024-03-14,1836,1108,No,6,5000+,Full-time,Yes
AIJOB01829,Foundation Model Engineer,Nvidia,Healthcare,"London, UK",UK,Hybrid,Entry (0-2 yrs),68757,"C++, LlamaIndex, ChromaDB, Rust",None,Bachelor's,2024-10-02,2309,572,Yes,0,1-50,Full-time,Yes
AIJOB01830,AI Infrastructure Engineer,Samsung AI,Energy,"New York, NY",NY,On-site,Senior (5-8 yrs),150508,"OpenAI API, Pinecone, Fine-tuning",Mistral,Bootcamp/Self-taught,2024-12-11,2330,2063,Yes,4,201-1000,Contract,Yes
AIJOB01831,Deep Learning Engineer,OpenAI,Government,"Bangalore, India",India,Hybrid,Senior (5-8 yrs),169121,"C++, Rust, RLHF, Pinecone, RAG",GPT-4,Master's,2024-11-29,839,3764,No,4,1001-5000,Full-time,Yes
AIJOB01832,Computer Vision Engineer,Stability AI,Retail,Singapore,Singapore,On-site,Senior (5-8 yrs),156296,"RLHF, PyTorch, Azure ML, Fine-tuning",BLOOM,PhD,2024-04-24,1337,737,Yes,4,201-1000,Full-time,No
AIJOB01833,Foundation Model Engineer,Anthropic,Defense,"Bangalore, India",India,Remote,Staff/Principal (8+ yrs),234312,"CUDA, Azure ML, LlamaIndex",Falcon,Bachelor's,2025-01-01,2461,1433,No,6,1-50,Contract,Yes
AIJOB01834,Prompt Engineer,Goldman Sachs AI,Healthcare,"Paris, France",France,Remote,Mid (2-5 yrs),115685,"GCP Vertex AI, PyTorch, Weaviate, TensorFlow, Spark, Docker, OpenAI API",None,PhD,2025-03-12,2350,3565,Maybe,2,1001-5000,Full-time,No
AIJOB01835,Data Scientist (AI/ML),Tesla AI,Finance,"Zurich, Switzerland",Switzerland,Hybrid,Staff/Principal (8+ yrs),177952,"LlamaIndex, OpenAI API, Weaviate, LangChain, Python",Phi,PhD,2024-01-25,2311,187,Yes,6,51-200,Full-time,Yes
AIJOB01836,Computer Vision Engineer,Mistral AI,Healthcare,"Bangalore, India",India,On-site,Senior (5-8 yrs),159760,"ChromaDB, C++, FastAPI, Fine-tuning, Azure ML",GPT-4,Master's,2024-12-01,1038,1449,No,4,1001-5000,Full-time,Yes
AIJOB01837,NLP Engineer,SAP AI,Government,"Austin, TX",TX,On-site,Mid (2-5 yrs),87354,"PyTorch, AWS SageMaker, CUDA, Python",Command R,Bachelor's,2024-09-14,464,1763,Yes,2,5000+,Contract,No
AIJOB01838,AI Research Scientist,Nvidia,Healthcare,"Chicago, IL",IL,Hybrid,Entry (0-2 yrs),71367,"GCP Vertex AI, Rust, OpenAI API, C++, RLHF",Command R,Bachelor's,2024-08-21,1306,348,No,0,1001-5000,Full-time,No
AIJOB01839,Data Scientist (AI/ML),Stability AI,Government,"Los Angeles, CA",CA,Remote,Staff/Principal (8+ yrs),198803,"Hugging Face Transformers, Kubernetes, OpenAI API",BLOOM,Master's,2024-07-22,2014,3134,Yes,6,1001-5000,Full-time,Yes
AIJOB01840,AI Ethics Researcher,Microsoft AI,Education,"Berlin, Germany",Germany,On-site,Staff/Principal (8+ yrs),192507,"RAG, Spark, JAX, Vector Databases",None,PhD,2024-12-11,761,41,Yes,6,201-1000,Contract,No
AIJOB01841,AI Ethics Researcher,DataBricks,Defense,"New York, NY",NY,Remote,Staff/Principal (8+ yrs),195372,"RLHF, TensorFlow, FastAPI, Hugging Face Transformers, MLflow",BLOOM,Bachelor's,2024-01-02,1038,3990,Yes,6,51-200,Full-time,Yes
AIJOB01842,GenAI Developer,Adobe Firefly,Automotive,"Boston, MA",MA,Remote,Entry (0-2 yrs),50000,"MLflow, GCP Vertex AI, TensorFlow, Fine-tuning, CUDA, Vector Databases, PyTorch",None,Bachelor's,2024-05-24,743,2902,No,0,1-50,Full-time,Yes
AIJOB01843,Computer Vision Engineer,Cohere,Finance,"Dublin, Ireland",Ireland,Hybrid,Staff/Principal (8+ yrs),180245,"Weights & Biases, LangChain, ChromaDB, Python, LlamaIndex",None,PhD,2024-11-17,565,1332,No,6,5000+,Full-time,No
AIJOB01844,Prompt Engineer,Google DeepMind,Government,"Tokyo, Japan",Japan,Remote,Entry (0-2 yrs),71169,"FastAPI, Azure ML, Weights & Biases, Kubernetes, Rust, Fine-tuning",Llama,Master's,2024-05-25,1808,2876,No,0,1001-5000,Contract,Yes
AIJOB01845,AI Safety Researcher,Google DeepMind,Automotive,"London, UK",UK,Remote,Senior (5-8 yrs),154316,"RLHF, PyTorch, Spark, LlamaIndex",Command R,Master's,2024-05-14,755,3364,Yes,4,5000+,Full-time,No
AIJOB01846,GenAI Developer,Tesla AI,Education,"Zurich, Switzerland",Switzerland,Hybrid,Mid (2-5 yrs),89652,"Spark, C++, Weaviate, Azure ML, RAG, Pinecone",BLOOM,Master's,2024-02-17,1752,2485,Yes,2,51-200,Part-time,No
AIJOB01847,GenAI Developer,Tesla AI,Energy,"Seattle, WA",WA,On-site,Entry (0-2 yrs),85947,"Weights & Biases, Azure ML, JAX, C++, ChromaDB",BLOOM,Bachelor's,2024-12-17,601,2009,No,0,1001-5000,Full-time,No
AIJOB01848,Foundation Model Engineer,Uber AI,Government,"Sydney, Australia",Australia,Remote,Senior (5-8 yrs),126613,"CUDA, Azure ML, C++, LlamaIndex, Weights & Biases",Llama,Master's,2024-06-28,2337,3501,Maybe,4,1001-5000,Contract,Yes
AIJOB01849,Computer Vision Engineer,Baidu,Healthcare,"Toronto, Canada",Canada,On-site,Staff/Principal (8+ yrs),234900,"JAX, Spark, GCP Vertex AI, Fine-tuning, LlamaIndex, CUDA, Hugging Face Transformers",Grok,Master's,2024-08-28,827,3828,No,6,1001-5000,Contract,No
AIJOB01850,LLM Engineer,Morgan Stanley AI,Retail,"Stockholm, Sweden",Sweden,Remote,Entry (0-2 yrs),75382,"Weights & Biases, LangChain, Python",None,Master's,2025-03-16,313,2416,No,0,5000+,Full-time,No
AIJOB01851,RAG Engineer,IBM Watson,Tech,"Bangalore, India",India,Remote,Entry (0-2 yrs),61857,"LlamaIndex, Vector Databases, MLflow, RAG",None,Master's,2025-03-22,2445,1901,No,0,1001-5000,Contract,No
AIJOB01852,LLM Engineer,Uber AI,Media,"Zurich, Switzerland",Switzerland,Hybrid,Senior (5-8 yrs),197933,"Pinecone, LlamaIndex, LangChain, C++, ChromaDB, GCP Vertex AI",Grok,Master's,2024-12-23,415,3959,No,4,51-200,Full-time,No
AIJOB01853,AI Solutions Architect,JPMorgan AI,Finance,"Zurich, Switzerland",Switzerland,Hybrid,Staff/Principal (8+ yrs),157029,"LlamaIndex, PyTorch, Azure ML, CUDA",None,Bootcamp/Self-taught,2024-10-30,1808,1653,Yes,6,5000+,Part-time,No
AIJOB01854,NLP Engineer,SAP AI,Energy,"Boston, MA",MA,Remote,Mid (2-5 yrs),128199,"LangChain, Fine-tuning, RLHF, Weights & Biases, Docker",None,Master's,2024-09-10,2236,784,No,2,1-50,Full-time,No
AIJOB01855,AI Infrastructure Engineer,Mistral AI,Energy,"Amsterdam, Netherlands",Netherlands,Hybrid,Staff/Principal (8+ yrs),236020,"RLHF, SQL, Kubernetes, Azure ML, CUDA, FastAPI",None,Master's,2024-05-24,2499,973,No,6,5000+,Full-time,No
AIJOB01856,Prompt Engineer,Morgan Stanley AI,Automotive,"Boston, MA",MA,Remote,Mid (2-5 yrs),96721,"SQL, OpenAI API, PyTorch",None,Master's,2024-01-19,804,619,No,2,1001-5000,Full-time,Yes
AIJOB01857,AI Ethics Researcher,Snowflake,Energy,Singapore,Singapore,Remote,Mid (2-5 yrs),137570,"OpenAI API, Spark, TensorFlow",Phi,Bachelor's,2024-12-13,1614,2637,No,2,51-200,Full-time,No
AIJOB01858,AI Infrastructure Engineer,Accenture AI,Energy,"Paris, France",France,Remote,Senior (5-8 yrs),143248,"Hugging Face Transformers, Fine-tuning, MLflow, PyTorch, LlamaIndex",Mistral,Bootcamp/Self-taught,2025-03-07,1338,1976,No,4,1-50,Full-time,Yes
AIJOB01859,AI Safety Researcher,DataBricks,Education,"Sydney, Australia",Australia,Hybrid,Mid (2-5 yrs),115716,"Kubernetes, ChromaDB, Hugging Face Transformers, Rust, LlamaIndex, FastAPI",Claude,Master's,2024-03-03,1674,3719,Maybe,2,51-200,Full-time,Yes
AIJOB01860,Reinforcement Learning Engineer,Uber AI,Healthcare,"New York, NY",NY,Remote,Senior (5-8 yrs),157028,"Weights & Biases, Vector Databases, FastAPI, ChromaDB, TensorFlow, RLHF",Claude,Master's,2024-09-03,1167,1246,No,4,51-200,Full-time,No
AIJOB01861,LLM Engineer,Scale AI,Defense,"Austin, TX",TX,Hybrid,Entry (0-2 yrs),68307,"LlamaIndex, RLHF, Hugging Face Transformers, PyTorch, SQL, Docker, Pinecone",Llama,PhD,2024-01-17,1828,1856,No,0,1001-5000,Full-time,No
AIJOB01862,MLOps Engineer,Google DeepMind,Media,"Zurich, Switzerland",Switzerland,Remote,Mid (2-5 yrs),126054,"JAX, C++, Rust, RLHF, Python, Pinecone",Falcon,Master's,2024-10-01,1415,943,No,2,5000+,Full-time,Yes
AIJOB01863,Prompt Engineer,Goldman Sachs AI,Defense,"Seattle, WA",WA,Remote,Entry (0-2 yrs),79997,"FastAPI, Weights & Biases, ChromaDB, Vector Databases, Docker, SQL",Mistral,Bachelor's,2024-03-15,305,447,Maybe,0,1-50,Full-time,No
AIJOB01864,AI Platform Engineer,ByteDance,Defense,"Tokyo, Japan",Japan,On-site,Staff/Principal (8+ yrs),137052,"OpenAI API, LlamaIndex, FastAPI",None,Bachelor's,2024-11-14,2136,3987,Maybe,6,51-200,Full-time,No
AIJOB01865,LLM Engineer,OpenAI,Finance,"Seattle, WA",WA,Remote,Entry (0-2 yrs),86434,"CUDA, OpenAI API, AWS SageMaker",BLOOM,PhD,2024-09-12,1987,1182,No,0,51-200,Full-time,Yes
AIJOB01866,AI Product Manager,Deloitte AI,Media,"Sydney, Australia",Australia,Remote,Senior (5-8 yrs),105112,"Hugging Face Transformers, LangChain, C++",Mistral,Master's,2024-03-24,994,600,No,4,5000+,Full-time,No
AIJOB01867,LLM Engineer,Hugging Face,Education,"Paris, France",France,Hybrid,Staff/Principal (8+ yrs),237171,"RAG, PyTorch, Rust, SQL, GCP Vertex AI",None,Master's,2024-04-27,507,1718,Yes,6,51-200,Part-time,No
AIJOB01868,LLM Engineer,SAP AI,Healthcare,"Bangalore, India",India,Hybrid,Entry (0-2 yrs),84196,"LangChain, RAG, OpenAI API, GCP Vertex AI, LlamaIndex",Claude,Bachelor's,2025-01-31,998,687,No,0,1-50,Full-time,Yes
